year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa),Soil type,Soil pH,Soil Organic matter %,Sand Content %,Clay Content %,Silt Content %, soil bulk density (grams per cubic centimeter), wilting point %,field capacity %,saturation point (cm),Yield
1982,190,52876.80078,0,435.2000122,0,30.5,18,2080,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,314.4768435
1982,191,52876.80078,0,358.3999939,0,29,19.5,2280,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,338.771168
1982,192,52531.19922,0,339.2000122,0,26.5,18,2080,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,360.6515794
1982,193,52531.19922,0,454.3999939,0,29,16,1800,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,382.8753054
1982,194,52531.19922,4,300.7999878,0,29.5,18.5,2120,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,406.4315781
1982,195,52531.19922,0,361.6000061,0,29,19.5,2280,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,429.837533
1982,196,52531.19922,0,380.7999878,0,31,20.5,2400,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,460.2939233
1982,197,52185.60156,0,361.6000061,0,32,22,2640,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,492.5743282
1982,198,52185.60156,0,387.2000122,0,33,22,2640,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,526.8382451
1982,199,52185.60156,0,377.6000061,0,32,21.5,2560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,534.686125
1982,200,52185.60156,12,278.3999939,0,30.5,20.5,2400,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,551.4309595
1982,201,51840,28,268.7999878,0,30.5,21,2480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,568.0373168
1982,202,51840,15,288,0,32,21.5,2560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,587.235376
1982,203,51840,4,265.6000061,0,28.5,19.5,2280,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,605.0673447
1982,204,51494.39844,0,432,0,28,16.5,1880,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,624.0336875
1982,205,51494.39844,0,451.2000122,0,29.5,17,1920,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,643.3968579
1982,206,51494.39844,0,473.6000061,0,31,17,1920,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,662.4872807
1982,207,51494.39844,0,454.3999939,0,32.5,19,2200,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,680.3901719
1982,208,51148.80078,0,419.2000122,0,32.5,20.5,2400,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,696.6028976
1982,209,51148.80078,0,416,0,30,18.5,2120,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,712.2915468
1982,210,51148.80078,0,480,0,28.5,14.5,1640,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,727.3456694
1982,211,50803.19922,0,444.7999878,0,29,16.5,1880,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,212,50803.19922,0,473.6000061,0,29,15,1720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,213,50803.19922,0,483.2000122,0,30.5,15.5,1760,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,214,50457.60156,0,476.7999878,0,33,17.5,2000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,215,50457.60156,0,448,0,34.5,20,2320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,216,50457.60156,0,406.3999939,0,34.5,22,2640,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,217,50112,0,393.6000061,0,34,22,2640,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,218,50112,0,377.6000061,0,32,21,2480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,219,49766.39844,12,236.8000031,0,29.5,21,2480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,220,49766.39844,27,268.7999878,0,30.5,20.5,2400,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,221,49766.39844,0,451.2000122,0,29,15.5,1760,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,222,49420.80078,6,307.2000122,0,24,13,1480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,223,49420.80078,9,291.2000122,0,21.5,11.5,1360,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,224,49420.80078,0,480,0,25,10.5,1280,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,225,49075.19922,0,454.3999939,0,26.5,13,1480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,226,49075.19922,0,448,0,27.5,14,1600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,227,48729.60156,0,320,0,26,17.5,2000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,228,48729.60156,4,246.3999939,0,28,19,2200,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,229,48384,0,441.6000061,0,30,16,1800,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,230,48384,0,460.7999878,0,29.5,14.5,1640,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,231,48384,0,444.7999878,0,30,15.5,1760,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,232,48038.39844,0,387.2000122,0,30.5,18.5,2120,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,233,48038.39844,0,451.2000122,0,29,14,1600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,234,47692.80078,0,432,0,28.5,14.5,1640,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,235,47692.80078,0,352,0,28,17.5,2000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,236,47692.80078,4,278.3999939,0,26.5,15.5,1760,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,237,47347.19922,8,332.7999878,0,27,12.5,1440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,238,47347.19922,0,400,0,25,13,1480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,239,47001.60156,12,195.1999969,0,22,15,1720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,240,47001.60156,0,342.3999939,0,23,13.5,1560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,241,46656,0,476.7999878,0,26,9.5,1200,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,242,46656,3,256,0,27,17,1920,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,243,46310.39844,0,294.3999939,0,27.5,19,2200,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,244,46310.39844,28,230.3999939,0,29,20,2320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,245,46310.39844,10,275.2000122,0,28.5,17.5,2000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,246,45964.80078,0,451.2000122,0,26,11,1320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,247,45964.80078,0,467.2000122,0,27,10.5,1280,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,248,45619.19922,0,432,0,27,12.5,1440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,249,45619.19922,0,348.7999878,0,25.5,15,1720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,250,45273.60156,1,268.7999878,0,23.5,16,1800,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,251,45273.60156,0,393.6000061,0,26,13.5,1560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,252,44928,0,412.7999878,0,27.5,13.5,1560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,253,44928,0,374.3999939,0,29,16.5,1880,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,254,44582.39844,0,348.7999878,0,30,18.5,2120,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,255,44582.39844,0,313.6000061,0,30,20,2320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,256,44236.80078,7,236.8000031,0,29.5,19.5,2280,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,257,44236.80078,7,262.3999939,0,28.5,17,1920,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,258,44236.80078,13,224,0,25.5,16.5,1880,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,259,43891.19922,0,406.3999939,0,23,9.5,1200,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,260,43891.19922,0,396.7999878,0,25.5,12,1400,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,261,43545.60156,26,291.2000122,0,24.5,11.5,1360,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,262,43545.60156,0,425.6000061,0,22,7,1000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,263,43200,0,377.6000061,0,20.5,8.5,1120,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,264,43200,0,390.3999939,0,17.5,5,880,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,265,42854.39844,0,435.2000122,0,19.5,3.5,800,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,266,42854.39844,0,412.7999878,0,21.5,6.5,960,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,267,42508.80078,0,374.3999939,0,23,10,1240,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,268,42508.80078,0,265.6000061,0,19.5,11.5,1360,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,269,42163.19922,0,192,0,15.5,10,1240,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,270,42163.19922,0,361.6000061,0,19,7,1000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,271,42163.19922,0,380.7999878,0,24.5,10.5,1280,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,272,41817.60156,0,371.2000122,0,28,13.5,1560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,273,41817.60156,0,380.7999878,0,29.5,13.5,1560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,274,41472,0,374.3999939,0,29.5,13.5,1560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,275,41472,0,355.2000122,0,28,13.5,1560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,276,41126.39844,3,233.6000061,0,25.5,14,1600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,277,41126.39844,0,377.6000061,0,26,10,1240,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,278,40780.80078,0,358.3999939,0,29.5,14,1600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,279,40780.80078,0,326.3999939,0,29,15.5,1760,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,280,40435.19922,22,288,0,24.5,7,1000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,281,40435.19922,0,320,0,22.5,10,1240,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,282,40089.60156,4,201.6000061,0,26.5,16,1800,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,283,40089.60156,0,336,0,23.5,9.5,1200,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,284,40089.60156,0,163.1999969,0,15,9.5,1200,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,285,39744,0,326.3999939,0,18,5,880,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,286,39744,0,345.6000061,0,18,3.5,800,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,287,39398.39844,0,233.6000061,0,15.5,7,1000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,288,39398.39844,0,304,0,21,8.5,1120,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,289,39052.80078,0,361.6000061,0,19,2,720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,290,39052.80078,0,348.7999878,0,18,2,720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,291,38707.19922,0,332.7999878,0,21,5.5,920,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,292,38707.19922,0,246.3999939,0,19.5,9.5,1200,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,293,38707.19922,31,246.3999939,0,17.5,2.5,720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,294,38361.60156,0,268.7999878,0,8,-2.5,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,295,38361.60156,0,332.7999878,0,10,-5,440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,296,38016,0,332.7999878,0,12.5,-3,480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,297,38016,0,336,0,13.5,-3,480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,298,38016,0,352,0,16,-3.5,480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,299,37670.39844,0,342.3999939,0,17.5,-2,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,300,37670.39844,0,300.7999878,0,18,2.5,720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,301,37324.80078,0,214.3999939,0,20,10,1240,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,302,37324.80078,5,176,0,19.5,8.5,1120,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,303,36979.19922,0,220.8000031,0,17,7,1000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,304,36979.19922,0,185.6000061,0,20,11.5,1360,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,305,36979.19922,5,115.1999969,0,23,16,1800,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,306,36633.60156,16,166.3999939,0,21.5,11,1320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,307,36633.60156,5,140.8000031,0,11.5,3.5,800,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,308,36633.60156,0,195.1999969,0,5,-3,480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,309,36288,0,140.8000031,0,2.5,-3,480,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,310,36288,0,281.6000061,0,8.5,-5,440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,311,35942.39844,0,278.3999939,0,17.5,3,760,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,312,35942.39844,0,227.1999969,0,20,9,1160,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,313,35942.39844,0,262.3999939,0,21,7,1000,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,314,35596.80078,0,249.6000061,0,22.5,9,1160,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,315,35596.80078,9,124.8000031,0,21.5,13.5,1560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,316,35596.80078,17,224,0,19,0,600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,317,35251.19922,0,240,0,2,-9.5,280,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,318,35251.19922,0,179.1999969,0,3,-5,440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,319,35251.19922,0,243.1999969,0,3.5,-8.5,320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,320,34905.60156,0,230.3999939,0,6.5,-4.5,440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,321,34905.60156,0,256,0,11,-2.5,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,322,34905.60156,0,198.3999939,0,11.5,2,720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,323,34905.60156,3,83.19999695,0,14.5,9.5,1200,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,324,34560,6,115.1999969,0,20,12.5,1440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,325,34560,0,233.6000061,0,17.5,5,880,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,326,34560,0,185.6000061,0,10.5,2,720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,327,34214.39844,12,147.1999969,0,8.5,-0.5,600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,328,34214.39844,1,243.1999969,0,1,-9,320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,329,34214.39844,0,240,0,1,-8.5,320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,330,34214.39844,8,102.4000015,0,3.5,-2,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,331,33868.80078,0,150.3999939,0,4,-2,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,332,33868.80078,14,112,0,6.5,0.5,640,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,333,33868.80078,1,169.6000061,0,9,2,720,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,334,33868.80078,0,233.6000061,0,15,3,760,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,335,33868.80078,0,198.3999939,0,18,8.5,1120,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,336,33523.19922,21,112,0,21,14,1600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,337,33523.19922,101,115.1999969,0,19.5,12.5,1440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,338,33523.19922,27,118.4000015,0,13.5,6.5,960,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,339,33523.19922,7,124.8000031,0,14,6.5,960,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,340,33523.19922,6,163.1999969,0,10.5,0,600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,341,33523.19922,0,198.3999939,0,9,0,600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,342,33523.19922,0,208,0,7.5,-2,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,343,33177.60156,0,204.8000031,0,0.5,-8.5,320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,344,33177.60156,0,153.6000061,0,1,-5,440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,345,33177.60156,8,172.8000031,8,1,-8,320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,346,33177.60156,0,243.1999969,8,-3,-12.5,240,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,347,33177.60156,0,259.2000122,8,1,-10,280,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,348,33177.60156,0,192,8,4.5,-2.5,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,349,33177.60156,0,147.1999969,4,5,0,600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,350,33177.60156,0,96,4,1,-2,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,351,33177.60156,0,211.1999969,0,3,-4.5,440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,352,33177.60156,0,195.1999969,0,7.5,-0.5,600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,353,33177.60156,0,169.6000061,0,7.5,1,640,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,354,33177.60156,0,137.6000061,0,2.5,-2.5,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,355,33177.60156,0,220.8000031,0,5,-4.5,440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,356,33177.60156,0,230.3999939,0,10,-1,560,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,357,33177.60156,0,195.1999969,0,16.5,8,1080,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,358,33177.60156,14,96,0,17,12,1400,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,359,33177.60156,27,163.1999969,0,16.5,6.5,960,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,360,33177.60156,0,211.1999969,0,9,0,600,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,361,33177.60156,0,204.8000031,0,10,1.5,680,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,362,33177.60156,7,195.1999969,0,16.5,-2,520,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,363,33177.60156,0,188.8000031,0,0,-7.5,360,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,364,33177.60156,0,208,0,0,-8.5,320,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
1982,365,33177.60156,0,192,0,3,-4.5,440,Tama silt loam,6.2,1.14,4,22.7,68.3,1.33,16.1,30.4,>200,0
