year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa),Soil type,Soil pH,Soil Organic matter %,Sand Content %,Clay Content %,Silt Content %, soil bulk density (grams per cubic centimeter), wilting point %,field capacity %,saturation point (cm),Yield
1982,172,53568,4,342.3999939,0,23,11,1320,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,624.4355729
1982,173,53568,0,464,0,23.5,11,1320,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,636.0040341
1982,174,53568,0,489.6000061,0,22,8.5,1120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,652.6489644
1982,175,53568,0,524.7999878,0,24,8,1040,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,671.5159579
1982,176,53568,0,537.5999756,0,26.5,9,1120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,691.027826
1982,177,53568,0,489.6000061,0,28.5,13.5,1520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,706.9270203
1982,178,53222.39844,0,457.6000061,0,30,16,1800,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,179,53222.39844,5,310.3999939,0,29,17,1920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,180,53222.39844,11,246.3999939,0,28,19,2200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,181,53222.39844,4,288,0,26.5,16,1800,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,182,53222.39844,0,489.6000061,0,24,9.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,183,53222.39844,0,518.4000244,0,26,9.5,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,184,53222.39844,7,272,0,27.5,17.5,2000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,185,53222.39844,2,387.2000122,0,28.5,17.5,2000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,186,53222.39844,0,438.3999939,0,28.5,15.5,1760,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,187,53222.39844,0,454.3999939,0,32,17.5,1920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,188,52876.80078,0,368,0,32,21,2480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,189,52876.80078,0,377.6000061,0,30.5,19.5,2280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,190,52876.80078,0,454.3999939,0,30,16,1760,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,723.304529
1982,191,52876.80078,0,416,0,30,17.5,2000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,192,52876.80078,3,268.7999878,0,28.5,18.5,2120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,193,52531.19922,0,470.3999939,0,28.5,14,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,194,52531.19922,0,483.2000122,0,29.5,14,1520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,195,52531.19922,0,470.3999939,0,30.5,15.5,1680,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,196,52531.19922,0,473.6000061,0,31.5,16,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,197,52531.19922,0,457.6000061,0,32.5,17.5,1920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,198,52185.60156,0,409.6000061,0,32.5,19.5,2240,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,199,52185.60156,0,352,0,31,20.5,2400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,200,52185.60156,20,233.6000061,0,29.5,20.5,2400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,201,52185.60156,0,364.7999878,0,29,18.5,2120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,202,51840,0,492.7999878,0,30,13.5,1520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,203,51840,0,438.3999939,0,28.5,15,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,204,51840,4,294.3999939,0,28.5,17,1920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,205,51494.39844,0,473.6000061,0,30.5,15,1680,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,206,51494.39844,0,476.7999878,0,31.5,15.5,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,207,51494.39844,0,454.3999939,0,32,17,1920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,208,51494.39844,0,428.7999878,0,31,17.5,2000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,209,51148.80078,0,320,0,28,19,2200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,210,51148.80078,0,483.2000122,0,27,11.5,1360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,211,51148.80078,0,470.3999939,0,29,13.5,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,212,50803.19922,0,451.2000122,0,29,14.5,1640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,213,50803.19922,0,480,0,29,13,1480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,214,50803.19922,0,451.2000122,0,28.5,14,1600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,215,50457.60156,0,464,0,31,15,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,216,50457.60156,0,377.6000061,0,31,19,2200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,217,50112,13,259.2000122,0,29.5,19,2200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,218,50112,0,412.7999878,0,31,17.5,2000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,219,50112,0,368,0,30,18.5,2120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,220,49766.39844,6,259.2000122,0,29,18.5,2120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,221,49766.39844,5,230.3999939,0,28,19,2200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,222,49766.39844,0,422.3999939,0,25.5,12.5,1440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,223,49420.80078,3,252.8000031,0,23.5,14,1600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,224,49420.80078,0,496,0,24,7.5,1040,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,225,49075.19922,0,502.3999939,0,25.5,8,1080,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,226,49075.19922,0,505.6000061,0,27.5,9,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,227,49075.19922,0,473.6000061,0,28.5,12,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,228,48729.60156,0,489.6000061,0,30.5,12,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,229,48729.60156,0,448,0,30.5,14.5,1640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,230,48384,0,496,0,28.5,9.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,231,48384,0,489.6000061,0,29,10,1240,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,232,48038.39844,0,409.6000061,0,28,14,1600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,233,48038.39844,6,265.6000061,0,23.5,12.5,1440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,234,48038.39844,0,476.7999878,0,24.5,7,1000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,235,47692.80078,2,323.2000122,0,23.5,13.5,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,236,47692.80078,0,390.3999939,0,26.5,13.5,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,237,47347.19922,20,217.6000061,0,25.5,16.5,1880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,238,47347.19922,0,467.2000122,0,25.5,8.5,1120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,239,47001.60156,0,355.2000122,0,25.5,14,1600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,240,47001.60156,0,393.6000061,0,24.5,11.5,1360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,241,46656,0,476.7999878,0,22.5,5,880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,242,46656,0,400,0,24,10.5,1280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,243,46656,0,284.7999878,0,26,17,1920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,244,46310.39844,0,268.7999878,0,26.5,18,2080,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,245,46310.39844,0,300.7999878,0,26.5,17,1920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,246,45964.80078,11,332.7999878,0,25.5,9.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,247,45964.80078,0,464,0,23.5,6,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,248,45619.19922,0,470.3999939,0,25,6.5,960,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,249,45619.19922,0,444.7999878,0,25,8,1080,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,250,45273.60156,0,304,0,24,14,1600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,251,45273.60156,0,390.3999939,0,24.5,10.5,1280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,252,44928,0,451.2000122,0,27,8.5,1080,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,253,44928,0,396.7999878,0,28.5,13,1480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,254,44582.39844,0,400,0,29.5,13.5,1520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,255,44582.39844,0,409.6000061,0,30.5,13.5,1520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,256,44582.39844,0,348.7999878,0,30,16.5,1880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,257,44236.80078,0,294.3999939,0,30,19,2200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,258,44236.80078,0,345.6000061,0,29.5,16.5,1840,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,259,43891.19922,0,384,0,26.5,12,1280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,260,43891.19922,0,428.7999878,0,24,7,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,261,43545.60156,0,368,0,25,11.5,1280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,262,43545.60156,0,448,0,23,4,720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,263,43200,0,393.6000061,0,21.5,6.5,880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,264,43200,6,243.1999969,0,17,6,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,265,42854.39844,0,288,0,15.5,6,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,266,42854.39844,0,358.3999939,0,19,6,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,267,42508.80078,3,217.6000061,0,19,9,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,268,42508.80078,6,160,0,18.5,11.5,1360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,269,42163.19922,6,156.8000031,0,19.5,12.5,1440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,270,42163.19922,12,150.3999939,0,17.5,11,1320,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,271,41817.60156,4,227.1999969,0,20,9.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,272,41817.60156,0,390.3999939,0,23.5,7.5,1000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,273,41817.60156,0,390.3999939,0,24.5,8,1040,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,274,41472,0,406.3999939,0,27.5,8,1000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,275,41472,0,377.6000061,0,27.5,10.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,276,41126.39844,0,323.2000122,0,26.5,13,1480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,277,41126.39844,0,259.2000122,0,24.5,14.5,1640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,278,40780.80078,0,323.2000122,0,26.5,13,1480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,279,40780.80078,0,358.3999939,0,29,12.5,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,280,40435.19922,0,291.2000122,0,27,15,1720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,281,40435.19922,9,198.3999939,0,25,14.5,1640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,282,40089.60156,0,198.3999939,0,24,16.5,1880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,283,40089.60156,15,182.3999939,0,26,16.5,1880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,284,39744,0,371.2000122,0,24.5,7,1000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,285,39744,0,201.6000061,0,16,9,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,286,39744,0,300.7999878,0,17.5,6,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,287,39398.39844,0,259.2000122,0,17,7.5,1040,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,288,39398.39844,0,249.6000061,0,15.5,6.5,960,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,289,39052.80078,0,304,0,13.5,2,720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,290,39052.80078,0,358.3999939,0,12,-3.5,480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,291,38707.19922,0,368,0,18.5,0.5,640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,292,38707.19922,0,342.3999939,0,21.5,5.5,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,293,38361.60156,0,310.3999939,0,18.5,5.5,920,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,294,38361.60156,3,150.3999939,0,9.5,2.5,720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,295,38361.60156,0,284.7999878,0,9.5,-1.5,560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,296,38016,0,320,0,10,-3.5,480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,297,38016,0,348.7999878,0,13,-4,440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,298,37670.39844,0,323.2000122,0,14,-1,560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,299,37670.39844,0,352,0,17,-3,480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,300,37324.80078,0,348.7999878,0,20,-1.5,560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,301,37324.80078,0,339.2000122,0,22,1,640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,302,37324.80078,0,284.7999878,0,19.5,5,880,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,303,36979.19922,0,265.6000061,0,17.5,4.5,840,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,304,36979.19922,0,243.1999969,0,22,10,1240,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,305,36633.60156,4,176,0,23.5,12,1400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,306,36633.60156,0,220.8000031,0,24.5,13.5,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,307,36633.60156,7,185.6000061,0,21.5,9,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,308,36288,3,182.3999939,0,11,-0.5,600,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,309,36288,0,179.1999969,0,3.5,-4,440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,310,36288,0,208,0,4.5,-4.5,440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,311,35942.39844,0,288,0,12.5,-3,480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,312,35942.39844,0,256,0,17,3.5,800,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,313,35596.80078,0,227.1999969,0,16,4.5,840,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,314,35596.80078,0,268.7999878,0,19,3.5,800,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,315,35596.80078,0,163.1999969,0,17,9,1160,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,316,35251.19922,6,179.1999969,0,17.5,4.5,840,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,317,35251.19922,12,176,0,8.5,-3.5,480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,318,35251.19922,0,140.8000031,0,2.5,-4,440,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,319,34905.60156,0,195.1999969,0,3,-6.5,360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,320,34905.60156,0,246.3999939,0,7.5,-6,400,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,321,34905.60156,0,249.6000061,0,11.5,-2.5,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,322,34905.60156,0,211.1999969,0,14,3,760,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,323,34560,0,144,0,14,7,1000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,324,34560,18,76.80000305,0,14.5,9.5,1200,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,325,34560,27,76.80000305,0,15.5,10.5,1280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,326,34214.39844,19,96,0,13.5,7.5,1040,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,327,34214.39844,0,128,0,14.5,8.5,1120,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,328,34214.39844,7,179.1999969,0,11,-2,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,329,34214.39844,0,201.6000061,0,2.5,-7,360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,330,33868.80078,3,99.19999695,0,3,-2.5,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,331,33868.80078,7,92.80000305,0,2.5,-2.5,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,332,33868.80078,13,172.8000031,0,9.5,-2,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,333,33868.80078,12,147.1999969,0,12,3,760,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,334,33868.80078,0,236.8000031,0,13,0.5,640,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,335,33523.19922,0,188.8000031,0,16,7,1000,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,336,33523.19922,0,198.3999939,0,20.5,10.5,1280,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,337,33523.19922,0,179.1999969,0,22.5,13.5,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,338,33523.19922,0,150.3999939,0,20.5,13.5,1560,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,339,33523.19922,2,134.3999939,0,17.5,11.5,1360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,340,33177.60156,4,169.6000061,0,14.5,2.5,720,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,341,33177.60156,0,227.1999969,0,9,-2.5,520,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,342,33177.60156,0,243.1999969,0,10.5,-3.5,480,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,343,33177.60156,0,246.3999939,0,7.5,-6.5,360,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
1982,344,33177.60156,0,208,0,1.5,-8,320,Lewisburg-Celina silt loams,7.4,0.66,35.4,26.3,38.3,1.64,16.9,29.4,92,0
